# Time-dependent hole occupations (neutral MO basis) for MO indices: [0, 1, 2, 3, 4, 5, 6, 7, 8]

Timestamps (au),MO index 0,MO index 1,MO index 2,MO index 3,MO index 4,MO index 5,MO index 6,MO index 7,MO index 8
6.85,1.9977327981697919,1.8756093512983796e-05,0.3296801333610695,0.021571098287076484,0.5855099887277253,0.5855099887277002,0.76897768436448,-0.585509988727708,-0.585509988727708
6.9,1.9992193901543744,1.9506594703955216e-05,0.33145307297802606,0.020453154400282614,0.6142609853943743,0.6142609853943499,0.7615875919604473,-0.6142609853943571,-0.6142609853943575
6.95,1.9982354372761224,1.913797287977914e-05,0.33350501983615266,0.019857068077655526,0.6426248221907225,0.6426248221906983,0.7533907141582679,-0.6426248221907054,-0.642624822190706
7.0,1.9958800712074751,1.7591556637608363e-05,0.3344645350143127,0.020387698609059868,0.6706255868754762,0.670625586875452,0.7443736074203025,-0.670625586875459,-0.6706255868754597
7.05,1.994863850893619,1.5132621212332609e-05,0.3324358317156948,0.02147756330459849,0.6982340905316184,0.6982340905315945,0.7345602944981273,-0.6982340905316008,-0.6982340905316016
7.1,1.996369936436015,1.2367162078197325e-05,0.3271617159337912,0.022088123375151092,0.7253897613567051,0.7253897613566813,0.7239874707741114,-0.7253897613566878,-0.7253897613566886
7.15,1.9987065738747858,1.012696661417678e-05,0.3203240795122031,0.021927029400938602,0.7520620878221891,0.7520620878221655,0.7126661902276492,-0.7520620878221715,-0.7520620878221727
7.2,1.999173290781967,9.168612768117868e-06,0.3137334838963117,0.021804829021700334,0.7782779823404342,0.7782779823404105,0.7005718792663775,-0.7782779823404168,-0.7782779823404182
7.25,1.9971949093441788,9.88647175459434e-06,0.30730504030242134,0.022683644605305142,0.8040834963893806,0.804083496389357,0.6876769323732705,-0.8040834963893633,-0.8040834963893647
7.3,1.995048763649763,1.2209485338310344e-05,0.29920769147817206,0.02449787599538622,0.8294837750445219,0.8294837750444986,0.6739814822866885,-0.8294837750445044,-0.8294837750445061
7.35,1.9952136530274531,1.5622032554230003e-05,0.28805289886040386,0.026240926429797806,0.8544299817639289,0.8544299817639058,0.6595188185463243,-0.8544299817639116,-0.8544299817639134
7.4,1.9975385753641262,1.9256079531349002e-05,0.274531547655382,0.02717073816066584,0.8788656758212199,0.8788656758211968,0.6443323956256708,-0.8788656758212023,-0.8788656758212042
7.45,1.9993843117903412,2.2118386463265693e-05,0.26076716311538517,0.027678713291435342,0.9027754120083029,0.9027754120082796,0.6284398580708406,-0.902775412008285,-0.9027754120082873
7.5,1.9986004578954812,2.3402361799540472e-05,0.2480479367950661,0.028858087894104045,0.9261801841215482,0.9261801841215251,0.611831244976158,-0.9261801841215305,-0.9261801841215327
7.55,1.9960818897905193,2.270685478622525e-05,0.2354415801912999,0.03118253103453572,0.9490866139558212,0.9490866139557981,0.5944982141772361,-0.9490866139558034,-0.9490866139558054
7.6,1.9947491776182769,2.012009701513051e-05,0.22102016876452657,0.03392047535483522,0.9714471149224364,0.9714471149224133,0.5764641024980961,-0.9714471149224182,-0.9714471149224203
