# uniform Lorentzian, HWHM 0.15 eV, area of each line = oscillator strength
energy_eV	wavelength_nm	intensity
4.784392	259.1430	9.59553326e-01
4.786643	259.0212	9.70699902e-01
4.788894	258.8994	9.81794190e-01
4.791146	258.7778	9.92823485e-01
4.793397	258.6562	1.00377470e+00
4.795648	258.5348	1.01463442e+00
4.797899	258.4135	1.02538890e+00
4.800150	258.2923	1.03602413e+00
4.802401	258.1713	1.04652587e+00
4.804652	258.0503	1.05687969e+00
4.806903	257.9294	1.06707106e+00
4.809155	257.8087	1.07708532e+00
4.811406	257.6881	1.08690784e+00
4.813657	257.5676	1.09652399e+00
4.815908	257.4472	1.10591928e+00
4.818159	257.3269	1.11507937e+00
4.820410	257.2067	1.12399017e+00
4.822661	257.0867	1.13263789e+00
4.824912	256.9667	1.14100911e+00
4.827164	256.8469	1.14909089e+00
4.829415	256.7272	1.15687079e+00
4.831666	256.6075	1.16433694e+00
4.833917	256.4880	1.17147816e+00
4.836168	256.3687	1.17828396e+00
4.838419	256.2494	1.18474466e+00
4.840670	256.1302	1.19085139e+00
4.842921	256.0112	1.19659618e+00
4.845173	255.8922	1.20197199e+00
4.847424	255.7734	1.20697278e+00
4.849675	255.6547	1.21159349e+00
4.851926	255.5360	1.21583012e+00
4.854177	255.4175	1.21967972e+00
4.856428	255.2991	1.22314041e+00
4.858679	255.1809	1.22621140e+00
4.860930	255.0627	1.22889295e+00
4.863182	254.9446	1.23118640e+00
4.865433	254.8267	1.23309413e+00
4.867684	254.7088	1.23461951e+00
4.869935	254.5911	1.23576692e+00
4.872186	254.4734	1.23654166e+00
4.874437	254.3559	1.23694992e+00
4.876688	254.2385	1.23699872e+00
4.878939	254.1212	1.23669588e+00
4.881191	254.0040	1.23604990e+00
4.883442	253.8869	1.23506992e+00
4.885693	253.7699	1.23376568e+00
4.887944	253.6531	1.23214738e+00
4.890195	253.5363	1.23022566e+00
4.892446	253.4196	1.22801148e+00
4.894697	253.3031	1.22551609e+00
4.896948	253.1866	1.22275089e+00
4.899200	253.0703	1.21972741e+00
4.901451	252.9541	1.21645722e+00
4.903702	252.8380	1.21295184e+00
4.905953	252.7219	1.20922268e+00
4.908204	252.6060	1.20528099e+00
4.910455	252.4902	1.20113779e+00
4.912706	252.3745	1.19680380e+00
4.914957	252.2589	1.19228942e+00
4.917209	252.1434	1.18760465e+00
4.919460	252.0281	1.18275907e+00
4.921711	251.9128	1.17776180e+00
4.923962	251.7976	1.17262146e+00
4.926213	251.6826	1.16734617e+00
4.928464	251.5676	1.16194350e+00
4.930715	251.4527	1.15642050e+00
4.932966	251.3380	1.15078364e+00
4.935218	251.2234	1.14503887e+00
4.937469	251.1088	1.13919156e+00
4.939720	250.9944	1.13324656e+00
4.941971	250.8801	1.12720818e+00
4.944222	250.7658	1.12108023e+00
4.946473	250.6517	1.11486604e+00
4.948724	250.5377	1.10856848e+00
4.950975	250.4238	1.10218997e+00
4.953227	250.3100	1.09573256e+00
4.955478	250.1962	1.08919793e+00
4.957729	250.0826	1.08258742e+00
4.959980	249.9691	1.07590211e+00
4.962231	249.8557	1.06914282e+00
4.964482	249.7424	1.06231017e+00
4.966733	249.6293	1.05540463e+00
4.968984	249.5162	1.04842654e+00
4.971236	249.4032	1.04137615e+00
4.973487	249.2903	1.03425371e+00
4.975738	249.1775	1.02705944e+00
4.977989	249.0648	1.01979360e+00
4.980240	248.9522	1.01245655e+00
4.982491	248.8398	1.00504872e+00
4.984742	248.7274	9.97570716e-01
4.986993	248.6151	9.90023276e-01
4.989245	248.5029	9.82407345e-01
4.991496	248.3909	9.74724071e-01
4.993747	248.2789	9.66974832e-01
4.995998	248.1670	9.59161242e-01
4.998249	248.0552	9.51285169e-01
5.000500	247.9436	9.43348736e-01
5.002751	247.8320	9.35354328e-01
5.005003	247.7205	9.27304589e-01
5.007254	247.6092	9.19202420e-01
5.009505	247.4979	9.11050974e-01
5.011756	247.3867	9.02853644e-01
5.014007	247.2757	8.94614051e-01
5.016258	247.1647	8.86336034e-01
5.018509	247.0538	8.78023630e-01
5.020760	246.9431	8.69681056e-01
5.023012	246.8324	8.61312692e-01
5.025263	246.7218	8.52923057e-01
5.027514	246.6113	8.44516791e-01
5.029765	246.5010	8.36098631e-01
5.032016	246.3907	8.27673387e-01
5.034267	246.2805	8.19245925e-01
5.036518	246.1704	8.10821137e-01
5.038769	246.0605	8.02403926e-01
5.041021	245.9506	7.93999181e-01
5.043272	245.8408	7.85611756e-01
5.045523	245.7311	7.77246456e-01
5.047774	245.6215	7.68908011e-01
5.050025	245.5120	7.60601064e-01
5.052276	245.4026	7.52330155e-01
5.054527	245.2934	7.44099705e-01
5.056778	245.1842	7.35914001e-01
5.059030	245.0751	7.27777191e-01
5.061281	244.9661	7.19693267e-01
5.063532	244.8571	7.11666058e-01
5.065783	244.7483	7.03699228e-01
5.068034	244.6396	6.95796260e-01
5.070285	244.5310	6.87960462e-01
5.072536	244.4225	6.80194956e-01
5.074787	244.3141	6.72502678e-01
5.077039	244.2057	6.64886379e-01
5.079290	244.0975	6.57348623e-01
5.081541	243.9894	6.49891786e-01
5.083792	243.8813	6.42518061e-01
5.086043	243.7734	6.35229461e-01
5.088294	243.6655	6.28027818e-01
5.090545	243.5578	6.20914789e-01
5.092796	243.4501	6.13891864e-01
5.095048	243.3426	6.06960363e-01
5.097299	243.2351	6.00121450e-01
5.099550	243.1277	5.93376130e-01
5.101801	243.0204	5.86725264e-01
5.104052	242.9133	5.80169565e-01
5.106303	242.8062	5.73709615e-01
5.108554	242.6992	5.67345860e-01
5.110805	242.5923	5.61078627e-01
5.113057	242.4855	5.54908121e-01
5.115308	242.3788	5.48834441e-01
5.117559	242.2721	5.42857575e-01
5.119810	242.1656	5.36977418e-01
5.122061	242.0592	5.31193769e-01
5.124312	241.9528	5.25506341e-01
5.126563	241.8466	5.19914767e-01
5.128814	241.7405	5.14418604e-01
5.131066	241.6344	5.09017341e-01
5.133317	241.5284	5.03710402e-01
5.135568	241.4226	4.98497151e-01
5.137819	241.3168	4.93376898e-01
5.140070	241.2111	4.88348904e-01
5.142321	241.1055	4.83412386e-01
5.144572	241.0000	4.78566519e-01
5.146823	240.8946	4.73810441e-01
5.149075	240.7893	4.69143258e-01
5.151326	240.6841	4.64564046e-01
5.153577	240.5789	4.60071859e-01
5.155828	240.4739	4.55665724e-01
5.158079	240.3689	4.51344651e-01
5.160330	240.2641	4.47107634e-01
5.162581	240.1593	4.42953653e-01
5.164832	240.0546	4.38881678e-01
5.167084	239.9500	4.34890670e-01
5.169335	239.8456	4.30979582e-01
5.171586	239.7412	4.27147366e-01
5.173837	239.6368	4.23392969e-01
5.176088	239.5326	4.19715340e-01
5.178339	239.4285	4.16113426e-01
5.180590	239.3245	4.12586181e-01
5.182841	239.2205	4.09132560e-01
5.185093	239.1166	4.05751525e-01
5.187344	239.0129	4.02442044e-01
5.189595	238.9092	3.99203093e-01
5.191846	238.8056	3.96033659e-01
5.194097	238.7021	3.92932736e-01
5.196348	238.5987	3.89899330e-01
5.198599	238.4954	3.86932458e-01
5.200850	238.3922	3.84031149e-01
5.203102	238.2890	3.81194447e-01
5.205353	238.1860	3.78421406e-01
5.207604	238.0830	3.75711095e-01
5.209855	237.9801	3.73062599e-01
5.212106	237.8773	3.70475015e-01
5.214357	237.7746	3.67947456e-01
5.216608	237.6720	3.65479052e-01
5.218859	237.5695	3.63068946e-01
5.221111	237.4671	3.60716297e-01
5.223362	237.3647	3.58420281e-01
5.225613	237.2625	3.56180090e-01
5.227864	237.1603	3.53994932e-01
5.230115	237.0583	3.51864030e-01
5.232366	236.9563	3.49786625e-01
5.234617	236.8544	3.47761973e-01
5.236868	236.7525	3.45789347e-01
5.239120	236.6508	3.43868036e-01
5.241371	236.5492	3.41997346e-01
5.243622	236.4476	3.40176599e-01
5.245873	236.3462	3.38405133e-01
5.248124	236.2448	3.36682301e-01
5.250375	236.1435	3.35007473e-01
5.252626	236.0423	3.33380037e-01
5.254877	235.9412	3.31799392e-01
5.257129	235.8401	3.30264959e-01
5.259380	235.7392	3.28776168e-01
5.261631	235.6383	3.27332471e-01
5.263882	235.5376	3.25933329e-01
5.266133	235.4369	3.24578224e-01
5.268384	235.3363	3.23266649e-01
5.270635	235.2358	3.21998113e-01
5.272886	235.1353	3.20772143e-01
5.275138	235.0350	3.19588275e-01
5.277389	234.9347	3.18446064e-01
5.279640	234.8346	3.17345079e-01
5.281891	234.7345	3.16284900e-01
5.284142	234.6345	3.15265125e-01
5.286393	234.5346	3.14285365e-01
5.288644	234.4347	3.13345242e-01
5.290895	234.3350	3.12444396e-01
5.293147	234.2353	3.11582478e-01
5.295398	234.1358	3.10759153e-01
5.297649	234.0363	3.09974100e-01
5.299900	233.9369	3.09227009e-01
5.302151	233.8375	3.08517586e-01
5.304402	233.7383	3.07845548e-01
5.306653	233.6391	3.07210626e-01
5.308904	233.5401	3.06612563e-01
5.311156	233.4411	3.06051114e-01
5.313407	233.3422	3.05526048e-01
5.315658	233.2434	3.05037146e-01
5.317909	233.1446	3.04584201e-01
5.320160	233.0460	3.04167018e-01
5.322411	232.9474	3.03785414e-01
5.324662	232.8489	3.03439220e-01
5.326913	232.7505	3.03128275e-01
5.329165	232.6522	3.02852435e-01
5.331416	232.5540	3.02611563e-01
5.333667	232.4558	3.02405538e-01
5.335918	232.3578	3.02234247e-01
5.338169	232.2598	3.02097591e-01
5.340420	232.1619	3.01995483e-01
5.342671	232.0640	3.01927845e-01
5.344922	231.9663	3.01894613e-01
5.347174	231.8687	3.01895734e-01
5.349425	231.7711	3.01931165e-01
5.351676	231.6736	3.02000876e-01
5.353927	231.5762	3.02104849e-01
5.356178	231.4788	3.02243075e-01
5.358429	231.3816	3.02415559e-01
5.360680	231.2844	3.02622317e-01
5.362931	231.1874	3.02863374e-01
5.365183	231.0904	3.03138769e-01
5.367434	230.9934	3.03448551e-01
5.369685	230.8966	3.03792783e-01
5.371936	230.7998	3.04171537e-01
5.374187	230.7032	3.04584897e-01
5.376438	230.6066	3.05032958e-01
5.378689	230.5100	3.05515830e-01
5.380940	230.4136	3.06033630e-01
5.383192	230.3173	3.06586490e-01
5.385443	230.2210	3.07174552e-01
5.387694	230.1248	3.07797972e-01
5.389945	230.0287	3.08456916e-01
5.392196	229.9326	3.09151563e-01
5.394447	229.8367	3.09882104e-01
5.396698	229.7408	3.10648742e-01
5.398949	229.6450	3.11451692e-01
5.401201	229.5493	3.12291182e-01
5.403452	229.4537	3.13167454e-01
5.405703	229.3581	3.14080759e-01
5.407954	229.2627	3.15031364e-01
5.410205	229.1673	3.16019548e-01
5.412456	229.0720	3.17045604e-01
5.414707	228.9767	3.18109835e-01
5.416958	228.8816	3.19212561e-01
5.419210	228.7865	3.20354114e-01
5.421461	228.6915	3.21534839e-01
5.423712	228.5966	3.22755097e-01
5.425963	228.5017	3.24015260e-01
5.428214	228.4070	3.25315718e-01
5.430465	228.3123	3.26656872e-01
5.432716	228.2177	3.28039140e-01
5.434967	228.1232	3.29462952e-01
5.437219	228.0287	3.30928757e-01
5.439470	227.9343	3.32437015e-01
5.441721	227.8400	3.33988206e-01
5.443972	227.7458	3.35582821e-01
5.446223	227.6517	3.37221371e-01
5.448474	227.5576	3.38904380e-01
5.450725	227.4637	3.40632391e-01
5.452976	227.3698	3.42405962e-01
5.455228	227.2759	3.44225668e-01
5.457479	227.1822	3.46092103e-01
5.459730	227.0885	3.48005876e-01
5.461981	226.9949	3.49967616e-01
5.464232	226.9014	3.51977968e-01
5.466483	226.8080	3.54037598e-01
5.468734	226.7146	3.56147188e-01
5.470985	226.6213	3.58307441e-01
5.473237	226.5281	3.60519077e-01
5.475488	226.4350	3.62782838e-01
5.477739	226.3419	3.65099486e-01
5.479990	226.2489	3.67469800e-01
5.482241	226.1560	3.69894583e-01
5.484492	226.0632	3.72374657e-01
5.486743	225.9705	3.74910867e-01
5.488994	225.8778	3.77504077e-01
5.491246	225.7852	3.80155176e-01
5.493497	225.6927	3.82865072e-01
5.495748	225.6002	3.85634699e-01
5.497999	225.5078	3.88465011e-01
5.500250	225.4156	3.91356986e-01
5.502501	225.3233	3.94311627e-01
5.504752	225.2312	3.97329961e-01
5.507004	225.1391	4.00413036e-01
5.509255	225.0471	4.03561929e-01
5.511506	224.9552	4.06777740e-01
5.513757	224.8634	4.10061593e-01
5.516008	224.7716	4.13414639e-01
5.518259	224.6799	4.16838056e-01
5.520510	224.5883	4.20333046e-01
5.522761	224.4967	4.23900840e-01
5.525013	224.4053	4.27542692e-01
5.527264	224.3139	4.31259886e-01
5.529515	224.2226	4.35053733e-01
5.531766	224.1313	4.38925571e-01
5.534017	224.0401	4.42876765e-01
5.536268	223.9490	4.46908707e-01
5.538519	223.8580	4.51022821e-01
5.540770	223.7671	4.55220554e-01
5.543022	223.6762	4.59503384e-01
5.545273	223.5854	4.63872816e-01
5.547524	223.4947	4.68330383e-01
5.549775	223.4040	4.72877648e-01
5.552026	223.3134	4.77516199e-01
5.554277	223.2229	4.82247653e-01
5.556528	223.1325	4.87073655e-01
5.558779	223.0421	4.91995876e-01
5.561031	222.9518	4.97016016e-01
5.563282	222.8616	5.02135797e-01
5.565533	222.7715	5.07356973e-01
5.567784	222.6814	5.12681317e-01
5.570035	222.5914	5.18110630e-01
5.572286	222.5015	5.23646737e-01
5.574537	222.4116	5.29291483e-01
5.576788	222.3219	5.35046736e-01
5.579040	222.2321	5.40914385e-01
5.581291	222.1425	5.46896337e-01
5.583542	222.0530	5.52994517e-01
5.585793	221.9635	5.59210865e-01
5.588044	221.8740	5.65547336e-01
5.590295	221.7847	5.72005896e-01
5.592546	221.6954	5.78588521e-01
5.594797	221.6062	5.85297194e-01
5.597049	221.5171	5.92133903e-01
5.599300	221.4280	5.99100636e-01
5.601551	221.3391	6.06199382e-01
5.603802	221.2501	6.13432121e-01
5.606053	221.1613	6.20800827e-01
5.608304	221.0725	6.28307460e-01
5.610555	220.9838	6.35953961e-01
5.612806	220.8952	6.43742252e-01
5.615058	220.8066	6.51674225e-01
5.617309	220.7181	6.59751738e-01
5.619560	220.6297	6.67976612e-01
5.621811	220.5414	6.76350622e-01
5.624062	220.4531	6.84875491e-01
5.626313	220.3649	6.93552882e-01
5.628564	220.2768	7.02384390e-01
5.630815	220.1887	7.11371535e-01
5.633067	220.1007	7.20515752e-01
5.635318	220.0128	7.29818382e-01
5.637569	219.9249	7.39280662e-01
5.639820	219.8371	7.48903712e-01
5.642071	219.7494	7.58688530e-01
5.644322	219.6618	7.68635973e-01
5.646573	219.5742	7.78746747e-01
5.648824	219.4867	7.89021397e-01
5.651076	219.3993	7.99460287e-01
5.653327	219.3119	8.10063591e-01
5.655578	219.2246	8.20831274e-01
5.657829	219.1374	8.31763079e-01
5.660080	219.0502	8.42858507e-01
5.662331	218.9632	8.54116802e-01
5.664582	218.8761	8.65536933e-01
5.666833	218.7892	8.77117574e-01
5.669085	218.7023	8.88857085e-01
5.671336	218.6155	9.00753494e-01
5.673587	218.5288	9.12804475e-01
5.675838	218.4421	9.25007326e-01
5.678089	218.3555	9.37358950e-01
5.680340	218.2690	9.49855834e-01
5.682591	218.1825	9.62494024e-01
5.684842	218.0961	9.75269106e-01
5.687094	218.0098	9.88176182e-01
5.689345	217.9235	1.00120985e+00
5.691596	217.8373	1.01436418e+00
5.693847	217.7512	1.02763270e+00
5.696098	217.6651	1.04100837e+00
5.698349	217.5791	1.05448355e+00
5.700600	217.4932	1.06805001e+00
5.702851	217.4074	1.08169888e+00
5.705103	217.3216	1.09542066e+00
5.707354	217.2359	1.10920521e+00
5.709605	217.1502	1.12304170e+00
5.711856	217.0646	1.13691864e+00
5.714107	216.9791	1.15082386e+00
5.716358	216.8937	1.16474447e+00
5.718609	216.8083	1.17866695e+00
5.720860	216.7230	1.19257705e+00
5.723112	216.6377	1.20645986e+00
5.725363	216.5526	1.22029979e+00
5.727614	216.4674	1.23408061e+00
5.729865	216.3824	1.24778547e+00
5.732116	216.2974	1.26139687e+00
5.734367	216.2125	1.27489678e+00
5.736618	216.1277	1.28826660e+00
5.738869	216.0429	1.30148724e+00
5.741121	215.9582	1.31453915e+00
5.743372	215.8735	1.32740238e+00
5.745623	215.7890	1.34005666e+00
5.747874	215.7044	1.35248140e+00
5.750125	215.6200	1.36465584e+00
5.752376	215.5356	1.37655908e+00
5.754627	215.4513	1.38817015e+00
5.756878	215.3671	1.39946813e+00
5.759130	215.2829	1.41043221e+00
5.761381	215.1988	1.42104182e+00
5.763632	215.1147	1.43127666e+00
5.765883	215.0307	1.44111687e+00
5.768134	214.9468	1.45054309e+00
5.770385	214.8629	1.45953657e+00
5.772636	214.7792	1.46807927e+00
5.774887	214.6954	1.47615397e+00
5.777139	214.6118	1.48374433e+00
5.779390	214.5282	1.49083503e+00
5.781641	214.4446	1.49741184e+00
5.783892	214.3612	1.50346171e+00
5.786143	214.2778	1.50897284e+00
5.788394	214.1945	1.51393475e+00
5.790645	214.1112	1.51833836e+00
5.792896	214.0280	1.52217603e+00
5.795148	213.9448	1.52544163e+00
5.797399	213.8618	1.52813053e+00
5.799650	213.7788	1.53023968e+00
5.801901	213.6958	1.53176758e+00
5.804152	213.6129	1.53271432e+00
5.806403	213.5301	1.53308155e+00
5.808654	213.4474	1.53287247e+00
5.810905	213.3647	1.53209179e+00
5.813157	213.2820	1.53074571e+00
5.815408	213.1995	1.52884185e+00
5.817659	213.1170	1.52638922e+00
5.819910	213.0346	1.52339813e+00
5.822161	212.9522	1.51988009e+00
5.824412	212.8699	1.51584780e+00
5.826663	212.7876	1.51131500e+00
5.828914	212.7055	1.50629637e+00
5.831166	212.6233	1.50080749e+00
5.833417	212.5413	1.49486469e+00
5.835668	212.4593	1.48848497e+00
5.837919	212.3774	1.48168589e+00
5.840170	212.2955	1.47448544e+00
5.842421	212.2137	1.46690200e+00
5.844672	212.1320	1.45895417e+00
5.846923	212.0503	1.45066072e+00
5.849175	211.9687	1.44204047e+00
5.851426	211.8872	1.43311221e+00
5.853677	211.8057	1.42389463e+00
5.855928	211.7242	1.41440619e+00
5.858179	211.6429	1.40466509e+00
5.860430	211.5616	1.39468920e+00
5.862681	211.4804	1.38449598e+00
5.864932	211.3992	1.37410242e+00
5.867184	211.3181	1.36352503e+00
5.869435	211.2370	1.35277974e+00
5.871686	211.1560	1.34188192e+00
5.873937	211.0751	1.33084631e+00
5.876188	210.9943	1.31968704e+00
5.878439	210.9135	1.30841755e+00
5.880690	210.8327	1.29705067e+00
5.882941	210.7520	1.28559851e+00
5.885193	210.6714	1.27407257e+00
5.887444	210.5909	1.26248364e+00
5.889695	210.5104	1.25084192e+00
5.891946	210.4300	1.23915692e+00
5.894197	210.3496	1.22743757e+00
5.896448	210.2693	1.21569221e+00
5.898699	210.1890	1.20392859e+00
5.900950	210.1089	1.19215393e+00
5.903202	210.0287	1.18037495e+00
5.905453	209.9487	1.16859787e+00
5.907704	209.8687	1.15682847e+00
5.909955	209.7887	1.14507210e+00
5.912206	209.7088	1.13333374e+00
5.914457	209.6290	1.12161800e+00
5.916708	209.5493	1.10992918e+00
5.918959	209.4696	1.09827128e+00
5.921211	209.3899	1.08664806e+00
5.923462	209.3104	1.07506302e+00
5.925713	209.2308	1.06351948e+00
5.927964	209.1514	1.05202056e+00
5.930215	209.0720	1.04056923e+00
5.932466	208.9927	1.02916835e+00
5.934717	208.9134	1.01782064e+00
5.936968	208.8342	1.00652874e+00
5.939220	208.7550	9.95295191e-01
5.941471	208.6759	9.84122487e-01
5.943722	208.5969	9.73013056e-01
5.945973	208.5179	9.61969284e-01
5.948224	208.4390	9.50993513e-01
5.950475	208.3602	9.40088055e-01
5.952726	208.2814	9.29255189e-01
5.954977	208.2026	9.18497167e-01
5.957229	208.1239	9.07816211e-01
5.959480	208.0453	8.97214517e-01
5.961731	207.9668	8.86694248e-01
5.963982	207.8883	8.76257535e-01
5.966233	207.8098	8.65906472e-01
5.968484	207.7315	8.55643110e-01
5.970735	207.6531	8.45469455e-01
5.972986	207.5749	8.35387462e-01
5.975238	207.4967	8.25399029e-01
5.977489	207.4185	8.15505991e-01
5.979740	207.3404	8.05710118e-01
5.981991	207.2624	7.96013103e-01
5.984242	207.1845	7.86416566e-01
5.986493	207.1065	7.76922042e-01
5.988744	207.0287	7.67530979e-01
5.990995	206.9509	7.58244737e-01
5.993247	206.8732	7.49064578e-01
5.995498	206.7955	7.39991672e-01
5.997749	206.7179	7.31027086e-01
6.000000	206.6403	7.22171787e-01
