material	wavelength_nm	qabs	cabs_nm2
Ag	300.0	7.18744393e-01	9.03200842e+02
Ag	300.5	7.10778231e-01	8.93190267e+02
Ag	301.0	7.03142236e-01	8.83594593e+02
Ag	301.5	6.95824538e-01	8.74398903e+02
Ag	302.0	6.88813806e-01	8.65588957e+02
Ag	302.5	6.82099220e-01	8.57151159e+02
Ag	303.0	6.75670459e-01	8.49072540e+02
Ag	303.5	6.69517674e-01	8.41340722e+02
Ag	304.0	6.63631472e-01	8.33943903e+02
Ag	304.5	6.58002896e-01	8.26870825e+02
Ag	305.0	6.52623405e-01	8.20110757e+02
Ag	305.5	6.47484857e-01	8.13653468e+02
Ag	306.0	6.42579491e-01	8.07489204e+02
Ag	306.5	6.37899913e-01	8.01608672e+02
Ag	307.0	6.33439073e-01	7.96003015e+02
Ag	307.5	6.29190258e-01	7.90663797e+02
Ag	308.0	6.25147072e-01	7.85582979e+02
Ag	308.5	6.21303421e-01	7.80752905e+02
Ag	309.0	6.17653503e-01	7.76166284e+02
Ag	309.5	6.14191795e-01	7.71816173e+02
Ag	310.0	6.10913037e-01	7.67695963e+02
Ag	310.5	6.07812222e-01	7.63799365e+02
Ag	311.0	6.04884588e-01	7.60120392e+02
Ag	311.5	6.02125604e-01	7.56653349e+02
Ag	312.0	5.99530958e-01	7.53392821e+02
Ag	312.5	5.97096554e-01	7.50333659e+02
Ag	313.0	5.94818497e-01	7.47470969e+02
Ag	313.5	5.92693088e-01	7.44800100e+02
Ag	314.0	5.90716812e-01	7.42316638e+02
Ag	314.5	5.88886335e-01	7.40016393e+02
Ag	315.0	5.87198493e-01	7.37895388e+02
Ag	315.5	5.85650287e-01	7.35949856e+02
Ag	316.0	5.84238877e-01	7.34176225e+02
Ag	316.5	5.82961572e-01	7.32571116e+02
Ag	317.0	5.81815828e-01	7.31131333e+02
Ag	317.5	5.80799243e-01	7.29853855e+02
Ag	318.0	5.79909549e-01	7.28735831e+02
Ag	318.5	5.79144605e-01	7.27774575e+02
Ag	319.0	5.78502401e-01	7.26967557e+02
Ag	319.5	5.77981043e-01	7.26312399e+02
Ag	320.0	5.77578757e-01	7.25806872e+02
Ag	320.5	5.77293881e-01	7.25448886e+02
Ag	321.0	5.77124862e-01	7.25236490e+02
Ag	321.5	5.77070253e-01	7.25167867e+02
Ag	322.0	5.77128710e-01	7.25241327e+02
Ag	322.5	5.77298989e-01	7.25455305e+02
Ag	323.0	5.77579941e-01	7.25808360e+02
Ag	323.5	5.77970513e-01	7.26299167e+02
Ag	324.0	5.78469742e-01	7.26926517e+02
Ag	324.5	5.79076755e-01	7.27689312e+02
Ag	325.0	5.79790767e-01	7.28586566e+02
Ag	325.5	5.80611077e-01	7.29617397e+02
Ag	326.0	5.81537066e-01	7.30781030e+02
Ag	326.5	5.82568200e-01	7.32076792e+02
Ag	327.0	5.83704023e-01	7.33504108e+02
Ag	327.5	5.84944156e-01	7.35062506e+02
Ag	328.0	5.86288301e-01	7.36751608e+02
Ag	328.5	5.87736234e-01	7.38571133e+02
Ag	329.0	5.89287805e-01	7.40520895e+02
Ag	329.5	5.90942940e-01	7.42600800e+02
Ag	330.0	5.92701639e-01	7.44810845e+02
Ag	330.5	5.94563972e-01	7.47151123e+02
Ag	331.0	5.96530085e-01	7.49621813e+02
Ag	331.5	5.98600192e-01	7.52223186e+02
Ag	332.0	6.00774580e-01	7.54955602e+02
Ag	332.5	6.03053607e-01	7.57819513e+02
Ag	333.0	6.05437703e-01	7.60815456e+02
Ag	333.5	6.07927367e-01	7.63944060e+02
Ag	334.0	6.10523170e-01	7.67206042e+02
Ag	334.5	6.13225754e-01	7.70602210e+02
Ag	335.0	6.16035834e-01	7.74133460e+02
Ag	335.5	6.18954194e-01	7.77800780e+02
Ag	336.0	6.21981693e-01	7.81605247e+02
Ag	336.5	6.25119262e-01	7.85548032e+02
Ag	337.0	6.28367904e-01	7.89630397e+02
Ag	337.5	6.31728700e-01	7.93853698e+02
Ag	338.0	6.35202804e-01	7.98219385e+02
Ag	338.5	6.38791447e-01	8.02729007e+02
Ag	339.0	6.42495937e-01	8.07384206e+02
Ag	339.5	6.46317662e-01	8.12186728e+02
Ag	340.0	6.50258090e-01	8.17138415e+02
Ag	340.5	6.54318769e-01	8.22241216e+02
Ag	341.0	6.58501334e-01	8.27497181e+02
Ag	341.5	6.62807501e-01	8.32908470e+02
Ag	342.0	6.67239075e-01	8.38477350e+02
Ag	342.5	6.71797950e-01	8.44206202e+02
Ag	343.0	6.76486111e-01	8.50097519e+02
Ag	343.5	6.81305636e-01	8.56153913e+02
Ag	344.0	6.86258699e-01	8.62378115e+02
Ag	344.5	6.91347573e-01	8.68772982e+02
Ag	345.0	6.96574630e-01	8.75341496e+02
Ag	345.5	7.01942348e-01	8.82086769e+02
Ag	346.0	7.07453311e-01	8.89012050e+02
Ag	346.5	7.13110215e-01	8.96120725e+02
Ag	347.0	7.18915867e-01	9.03416322e+02
Ag	347.5	7.24873193e-01	9.10902519e+02
Ag	348.0	7.30985240e-01	9.18583144e+02
Ag	348.5	7.37255180e-01	9.26462182e+02
Ag	349.0	7.43686313e-01	9.34543783e+02
Ag	349.5	7.50282075e-01	9.42832262e+02
Ag	350.0	7.57046038e-01	9.51332109e+02
Ag	350.5	7.63981919e-01	9.60047994e+02
Ag	351.0	7.71093583e-01	9.68984774e+02
Ag	351.5	7.78385047e-01	9.78147498e+02
Ag	352.0	7.85860489e-01	9.87541415e+02
Ag	352.5	7.93524251e-01	9.97171983e+02
Ag	353.0	8.01380848e-01	1.00704487e+03
Ag	353.5	8.09434971e-01	1.01716598e+03
Ag	354.0	8.17691497e-01	1.02754144e+03
Ag	354.5	8.26155492e-01	1.03817761e+03
Ag	355.0	8.34832222e-01	1.04908111e+03
Ag	355.5	8.43727161e-01	1.06025882e+03
Ag	356.0	8.52845994e-01	1.07171788e+03
Ag	356.5	8.62194630e-01	1.08346573e+03
Ag	357.0	8.71779208e-01	1.09551006e+03
Ag	357.5	8.81606105e-01	1.10785891e+03
Ag	358.0	8.91681949e-01	1.12052058e+03
Ag	358.5	9.02013623e-01	1.13350375e+03
Ag	359.0	9.12608275e-01	1.14681738e+03
Ag	359.5	9.23473333e-01	1.16047082e+03
Ag	360.0	9.34616507e-01	1.17447374e+03
Ag	360.5	9.46045802e-01	1.18883622e+03
Ag	361.0	9.57769529e-01	1.20356869e+03
Ag	361.5	9.69796310e-01	1.21868199e+03
Ag	362.0	9.82135093e-01	1.23418736e+03
Ag	362.5	9.94795154e-01	1.25009646e+03
Ag	363.0	1.00778611e+00	1.26642137e+03
Ag	363.5	1.02111792e+00	1.28317462e+03
Ag	364.0	1.03480091e+00	1.30036917e+03
Ag	364.5	1.04884574e+00	1.31801842e+03
Ag	365.0	1.06326345e+00	1.33613625e+03
Ag	365.5	1.07806543e+00	1.35473698e+03
Ag	366.0	1.09326345e+00	1.37383537e+03
Ag	366.5	1.10886961e+00	1.39344665e+03
Ag	367.0	1.12489639e+00	1.41358649e+03
Ag	367.5	1.14135658e+00	1.43427098e+03
Ag	368.0	1.15826331e+00	1.45551661e+03
Ag	368.5	1.17563001e+00	1.47734024e+03
Ag	369.0	1.19347037e+00	1.49975910e+03
Ag	369.5	1.21179833e+00	1.52279070e+03
Ag	370.0	1.23062802e+00	1.54645278e+03
Ag	370.5	1.24997370e+00	1.57076328e+03
Ag	371.0	1.26984972e+00	1.59574022e+03
Ag	371.5	1.29027041e+00	1.62140161e+03
Ag	372.0	1.31125002e+00	1.64776537e+03
Ag	372.5	1.33280260e+00	1.67484914e+03
Ag	373.0	1.35494188e+00	1.70267018e+03
Ag	373.5	1.37768114e+00	1.73124518e+03
Ag	374.0	1.40103305e+00	1.76059006e+03
Ag	374.5	1.42500950e+00	1.79071975e+03
Ag	375.0	1.44962140e+00	1.82164797e+03
Ag	375.5	1.47487849e+00	1.85338698e+03
Ag	376.0	1.50078914e+00	1.88594725e+03
Ag	376.5	1.52736007e+00	1.91933727e+03
Ag	377.0	1.55459618e+00	1.95356318e+03
Ag	377.5	1.58250031e+00	1.98862854e+03
Ag	378.0	1.61107302e+00	2.02453406e+03
Ag	378.5	1.64031245e+00	2.06127742e+03
Ag	379.0	1.67021421e+00	2.09885308e+03
Ag	379.5	1.70077131e+00	2.13725226e+03
Ag	380.0	1.73197421e+00	2.17646298e+03
Ag	380.5	1.76381099e+00	2.21647026e+03
Ag	381.0	1.79626765e+00	2.25725650e+03
Ag	381.5	1.82932855e+00	2.29880205e+03
Ag	382.0	1.86297703e+00	2.34108598e+03
Ag	382.5	1.89719619e+00	2.38408705e+03
Ag	383.0	1.93196989e+00	2.42778496e+03
Ag	383.5	1.96728379e+00	2.47216172e+03
Ag	384.0	2.00312664e+00	2.51720317e+03
Ag	384.5	2.03949153e+00	2.56290064e+03
Ag	385.0	2.07637719e+00	2.60925253e+03
Ag	385.5	2.11378926e+00	2.65626593e+03
Ag	386.0	2.15174139e+00	2.70395797e+03
Ag	386.5	2.19025611e+00	2.75235700e+03
Ag	387.0	2.22936552e+00	2.80150334e+03
Ag	387.5	2.26911160e+00	2.85144974e+03
Ag	388.0	2.30954620e+00	2.90226136e+03
Ag	388.5	2.35073070e+00	2.95401532e+03
Ag	389.0	2.39273534e+00	3.00679990e+03
Ag	389.5	2.43563829e+00	3.06071335e+03
Ag	390.0	2.47952455e+00	3.11586244e+03
Ag	390.5	2.52448460e+00	3.17236091e+03
Ag	391.0	2.57061310e+00	3.23032770e+03
Ag	391.5	2.61800756e+00	3.28988532e+03
Ag	392.0	2.66676701e+00	3.35115826e+03
Ag	392.5	2.71699092e+00	3.41427149e+03
Ag	393.0	2.76877813e+00	3.47934922e+03
Ag	393.5	2.82222604e+00	3.54651383e+03
Ag	394.0	2.87742990e+00	3.61588506e+03
Ag	394.5	2.93448237e+00	3.68757931e+03
Ag	395.0	2.99347307e+00	3.76170921e+03
Ag	395.5	3.05448839e+00	3.83838331e+03
Ag	396.0	3.11761128e+00	3.91770588e+03
Ag	396.5	3.18292123e+00	3.99977678e+03
Ag	397.0	3.25049416e+00	4.08469143e+03
Ag	397.5	3.32040239e+00	4.17254070e+03
Ag	398.0	3.39271459e+00	4.26341090e+03
Ag	398.5	3.46749570e+00	4.35738360e+03
Ag	399.0	3.54480674e+00	4.45453553e+03
Ag	399.5	3.62470468e+00	4.55493823e+03
Ag	400.0	3.70724204e+00	4.65865775e+03
Ag	400.5	3.79246663e+00	4.76575412e+03
Ag	401.0	3.88042096e+00	4.87628079e+03
Ag	401.5	3.97114173e+00	4.99028387e+03
Ag	402.0	4.06465907e+00	5.10780122e+03
Ag	402.5	4.16099574e+00	5.22886146e+03
Ag	403.0	4.26016620e+00	5.35348273e+03
Ag	403.5	4.36217550e+00	5.48167140e+03
Ag	404.0	4.46701810e+00	5.61342050e+03
Ag	404.5	4.57467654e+00	5.74870808e+03
Ag	405.0	4.68511998e+00	5.88749540e+03
Ag	405.5	4.79830260e+00	6.02972488e+03
Ag	406.0	4.91416193e+00	6.17531801e+03
Ag	406.5	5.03261704e+00	6.32417309e+03
Ag	407.0	5.15356662e+00	6.47616281e+03
Ag	407.5	5.27688701e+00	6.63113178e+03
Ag	408.0	5.40243019e+00	6.78889400e+03
Ag	408.5	5.53002173e+00	6.94923026e+03
Ag	409.0	5.65945874e+00	7.11188560e+03
Ag	409.5	5.79050792e+00	7.27656686e+03
Ag	410.0	5.92290369e+00	7.44294029e+03
Ag	410.5	6.05634650e+00	7.61062947e+03
Ag	411.0	6.19050138e+00	7.77921346e+03
Ag	411.5	6.32499683e+00	7.94822543e+03
Ag	412.0	6.45942407e+00	8.11715168e+03
Ag	412.5	6.59333680e+00	8.28543139e+03
Ag	413.0	6.72625155e+00	8.45245698e+03
Ag	413.5	6.85764864e+00	8.61757543e+03
Ag	414.0	6.98697398e+00	8.78009045e+03
Ag	414.5	7.11364165e+00	8.93926574e+03
Ag	415.0	7.23703737e+00	9.09432938e+03
Ag	415.5	7.35652294e+00	9.24447937e+03
Ag	416.0	7.47144163e+00	9.38889045e+03
Ag	416.5	7.58112457e+00	9.52672210e+03
Ag	417.0	7.68489798e+00	9.65712762e+03
Ag	417.5	7.78209134e+00	9.77926439e+03
Ag	418.0	7.87204615e+00	9.89230494e+03
Ag	418.5	7.95412537e+00	9.99544874e+03
Ag	419.0	8.02772313e+00	1.00879344e+04
Ag	419.5	8.09227452e+00	1.01690521e+04
Ag	420.0	8.14726532e+00	1.02381555e+04
Ag	420.5	8.19224120e+00	1.02946739e+04
Ag	421.0	8.22681623e+00	1.03381222e+04
Ag	421.5	8.25068034e+00	1.03681107e+04
Ag	422.0	8.26360549e+00	1.03843529e+04
Ag	422.5	8.26545043e+00	1.03866713e+04
Ag	423.0	8.25616363e+00	1.03750012e+04
Ag	423.5	8.23578456e+00	1.03493921e+04
Ag	424.0	8.20444303e+00	1.03100072e+04
Ag	424.5	8.16235670e+00	1.02571199e+04
Ag	425.0	8.10982696e+00	1.01911091e+04
Ag	425.5	8.04723309e+00	1.01124513e+04
Ag	426.0	7.97502515e+00	1.00217122e+04
Ag	426.5	7.89371564e+00	9.91953563e+03
Ag	427.0	7.80387042e+00	9.80663280e+03
Ag	427.5	7.70609898e+00	9.68376958e+03
Ag	428.0	7.60104447e+00	9.55175419e+03
Ag	428.5	7.48937379e+00	9.41142467e+03
Ag	429.0	7.37176787e+00	9.26363672e+03
Ag	429.5	7.24891253e+00	9.10925213e+03
Ag	430.0	7.12148989e+00	8.94912813e+03
Ag	430.5	6.99017079e+00	8.78410768e+03
Ag	431.0	6.85560791e+00	8.61501098e+03
Ag	431.5	6.71843002e+00	8.44262816e+03
Ag	432.0	6.57923716e+00	8.26771326e+03
Ag	432.5	6.43859684e+00	8.09097941e+03
Ag	433.0	6.29704110e+00	7.91309523e+03
Ag	433.5	6.15506458e+00	7.73468227e+03
Ag	434.0	6.01312329e+00	7.55631358e+03
Ag	434.5	5.87163413e+00	7.37851306e+03
Ag	435.0	5.73097505e+00	7.20175564e+03
Ag	435.5	5.59148573e+00	7.02646819e+03
Ag	436.0	5.45346870e+00	6.85303088e+03
Ag	436.5	5.31719081e+00	6.68177903e+03
Ag	437.0	5.18288496e+00	6.51300533e+03
Ag	437.5	5.05075206e+00	6.34696223e+03
Ag	438.0	4.92096307e+00	6.18386458e+03
Ag	438.5	4.79366118e+00	6.02389230e+03
Ag	439.0	4.66896395e+00	5.86719314e+03
Ag	439.5	4.54696550e+00	5.71388537e+03
Ag	440.0	4.42773861e+00	5.56406044e+03
Ag	440.5	4.31133678e+00	5.41778558e+03
Ag	441.0	4.19779618e+00	5.27510626e+03
Ag	441.5	4.08713752e+00	5.13604848e+03
Ag	442.0	3.97936778e+00	5.00062104e+03
Ag	442.5	3.87448188e+00	4.86881752e+03
Ag	443.0	3.77246412e+00	4.74061823e+03
Ag	443.5	3.67328966e+00	4.61599192e+03
Ag	444.0	3.57692569e+00	4.49489739e+03
Ag	444.5	3.48333270e+00	4.37728496e+03
Ag	445.0	3.39246543e+00	4.26309779e+03
Ag	445.5	3.30427389e+00	4.15227303e+03
Ag	446.0	3.21870417e+00	4.04474295e+03
Ag	446.5	3.13569923e+00	3.94043586e+03
Ag	447.0	3.05519953e+00	3.83927696e+03
Ag	447.5	2.97714369e+00	3.74118910e+03
Ag	448.0	2.90146896e+00	3.64609343e+03
Ag	448.5	2.82811173e+00	3.55391002e+03
Ag	449.0	2.75700790e+00	3.46455831e+03
Ag	449.5	2.68809325e+00	3.37795761e+03
Ag	450.0	2.62130374e+00	3.29402743e+03
Ag	450.5	2.55657575e+00	3.21268784e+03
Ag	451.0	2.49384634e+00	3.13385974e+03
Ag	451.5	2.43305341e+00	3.05746509e+03
Ag	452.0	2.37413585e+00	2.98342710e+03
Ag	452.5	2.31703369e+00	2.91167041e+03
Ag	453.0	2.26168820e+00	2.84212121e+03
Ag	453.5	2.20804197e+00	2.77470737e+03
Ag	454.0	2.15603896e+00	2.70935846e+03
Ag	454.5	2.10562458e+00	2.64600589e+03
Ag	455.0	2.05674572e+00	2.58458290e+03
Ag	455.5	2.00935075e+00	2.52502462e+03
Ag	456.0	1.96338953e+00	2.46726805e+03
Ag	456.5	1.91881347e+00	2.41125212e+03
Ag	457.0	1.87557546e+00	2.35691763e+03
Ag	457.5	1.83362988e+00	2.30420726e+03
Ag	458.0	1.79293260e+00	2.25306555e+03
Ag	458.5	1.75344095e+00	2.20343888e+03
Ag	459.0	1.71511368e+00	2.15527541e+03
Ag	459.5	1.67791095e+00	2.10852509e+03
Ag	460.0	1.64179430e+00	2.06313956e+03
Ag	460.5	1.60672659e+00	2.01907219e+03
Ag	461.0	1.57267202e+00	1.97627794e+03
Ag	461.5	1.53959602e+00	1.93471342e+03
Ag	462.0	1.50746529e+00	1.89433675e+03
Ag	462.5	1.47624771e+00	1.85510758e+03
Ag	463.0	1.44591231e+00	1.81698700e+03
Ag	463.5	1.41642928e+00	1.77993753e+03
Ag	464.0	1.38776986e+00	1.74392304e+03
