# # polarizability field in atomic units, damped with signal_damped = signal * exp(-t/tau) where tau = 200

Timestamps (au),X Values,Y Values,Z Values
33.7,0.00010381910562171349,3.293231030735107e-16,2.3066997622936243e-08
33.8,0.00012847346501295473,3.529841409979224e-16,2.3633332435483425e-08
33.9,0.00015093209061791554,3.5964297656636366e-16,2.455339312596845e-08
34.0,0.0001733307943775995,3.502177556204784e-16,2.5733456586329543e-08
34.1,0.00019550658125996135,3.6744342230032494e-16,2.728002221893044e-08
34.2,0.00021506715658207732,3.8467801450953977e-16,2.91546036569726e-08
34.3,0.00023348517906229664,3.7505922524849465e-16,3.120380551688283e-08
34.4,0.00025179649187423507,3.8120706010878867e-16,3.347615467562814e-08
34.5,0.0002675034072382845,4.0435176191588043e-16,3.5999905255112636e-08
34.6,0.00028102605094107794,4.010893964259078e-16,3.861519557791755e-08
34.7,0.0002943149000991587,3.9603234022491447e-16,4.129313639295106e-08
34.8,0.0003053715803371634,4.1770332805501897e-16,4.410065011204042e-08
34.9,0.0003134436464853958,4.243333709587379e-16,4.691789692694207e-08
35.0,0.00032088964349229573,4.1234282501213864e-16,4.965030247444368e-08
35.1,0.00032669433873930027,4.2553425491978695e-16,5.236576515773683e-08
35.2,0.0003291121917798356,4.4121286830605226e-16,5.500802878408834e-08
35.3,0.00033030903279617955,4.2914468378793973e-16,5.7450854276013616e-08
35.4,0.0003304958547282273,4.3000306044976444e-16,5.973441670372679e-08
35.5,0.00032736783475669943,4.495705975335346e-16,6.186332245410482e-08
35.6,0.00032235400554821733,4.4369274321410585e-16,6.371856697829971e-08
35.7,0.00031683419326819756,4.329511883638261e-16,6.530373373404301e-08
35.8,0.00030852341236145905,4.491221640124872e-16,6.666426338787645e-08
35.9,0.00029776239441154815,4.52587793061523e-16,6.771587541955442e-08
36.0,0.00028675708213500995,4.3530309588306177e-16,6.843525627375133e-08
36.1,0.0002738213232901472,4.416445201617302e-16,6.888584581593254e-08
36.2,0.0002581355618626167,4.5309014696235e-16,6.902685898080509e-08
