diameter_nm	wavelength_nm	qabs	cabs_nm2
40.0	534.5	2.14622749e-01	2.69702900e+02
40.0	535.0	2.12729493e-01	2.67323765e+02
40.0	535.5	2.10860806e-01	2.64975503e+02
40.0	536.0	2.09016270e-01	2.62657591e+02
40.0	536.5	2.07195476e-01	2.60369514e+02
40.0	537.0	2.05398024e-01	2.58110769e+02
40.0	537.5	2.03623523e-01	2.55880865e+02
40.0	538.0	2.01871588e-01	2.53679319e+02
40.0	538.5	2.00141843e-01	2.51505658e+02
40.0	539.0	1.98433921e-01	2.49359420e+02
40.0	539.5	1.96747461e-01	2.47240151e+02
40.0	540.0	1.95082109e-01	2.45147408e+02
40.0	540.5	1.93437519e-01	2.43080755e+02
40.0	541.0	1.91813352e-01	2.41039767e+02
40.0	541.5	1.90209275e-01	2.39024025e+02
40.0	542.0	1.88624964e-01	2.37033120e+02
40.0	542.5	1.87060097e-01	2.35066651e+02
40.0	543.0	1.85514364e-01	2.33124225e+02
40.0	543.5	1.83987456e-01	2.31205456e+02
40.0	544.0	1.82479073e-01	2.29309966e+02
40.0	544.5	1.80988921e-01	2.27437386e+02
40.0	545.0	1.79516711e-01	2.25587352e+02
40.0	545.5	1.78062158e-01	2.23759507e+02
40.0	546.0	1.76624986e-01	2.21953504e+02
40.0	546.5	1.75204922e-01	2.20168999e+02
40.0	547.0	1.73801699e-01	2.18405656e+02
40.0	547.5	1.72415054e-01	2.16663147e+02
40.0	548.0	1.71044732e-01	2.14941149e+02
40.0	548.5	1.69690478e-01	2.13239344e+02
40.0	549.0	1.68352047e-01	2.11557422e+02
40.0	549.5	1.67029196e-01	2.09895078e+02
40.0	550.0	1.65721686e-01	2.08252013e+02
40.0	550.5	1.64429285e-01	2.06627933e+02
40.0	551.0	1.63151762e-01	2.05022551e+02
40.0	551.5	1.61888894e-01	2.03435584e+02
40.0	552.0	1.60640458e-01	2.01866753e+02
40.0	552.5	1.59406240e-01	2.00315789e+02
40.0	553.0	1.58186025e-01	1.98782422e+02
40.0	553.5	1.56979606e-01	1.97266391e+02
40.0	554.0	1.55786778e-01	1.95767438e+02
40.0	554.5	1.54607339e-01	1.94285312e+02
40.0	555.0	1.53441092e-01	1.92819763e+02
40.0	555.5	1.52287843e-01	1.91370548e+02
40.0	556.0	1.51147403e-01	1.89937428e+02
40.0	556.5	1.50019583e-01	1.88520168e+02
40.0	557.0	1.48904201e-01	1.87118537e+02
40.0	557.5	1.47801076e-01	1.85732310e+02
40.0	558.0	1.46710032e-01	1.84361263e+02
40.0	558.5	1.45630894e-01	1.83005178e+02
40.0	559.0	1.44563491e-01	1.81663841e+02
40.0	559.5	1.43507657e-01	1.80337040e+02
40.0	560.0	1.42463226e-01	1.79024569e+02
40.0	560.5	1.41430036e-01	1.77726224e+02
40.0	561.0	1.40407928e-01	1.76441806e+02
40.0	561.5	1.39396746e-01	1.75171117e+02
40.0	562.0	1.38396336e-01	1.73913966e+02
40.0	562.5	1.37406548e-01	1.72670161e+02
40.0	563.0	1.36427234e-01	1.71439518e+02
40.0	563.5	1.35458246e-01	1.70221853e+02
40.0	564.0	1.34499443e-01	1.69016985e+02
40.0	564.5	1.33550684e-01	1.67824739e+02
40.0	565.0	1.32611830e-01	1.66644940e+02
40.0	565.5	1.31682744e-01	1.65477417e+02
40.0	566.0	1.30763294e-01	1.64322002e+02
40.0	566.5	1.29853349e-01	1.63178530e+02
40.0	567.0	1.28952777e-01	1.62046839e+02
40.0	567.5	1.28061454e-01	1.60926769e+02
40.0	568.0	1.27179253e-01	1.59818163e+02
40.0	568.5	1.26306052e-01	1.58720866e+02
40.0	569.0	1.25441730e-01	1.57634728e+02
40.0	569.5	1.24586169e-01	1.56559597e+02
40.0	570.0	1.23739251e-01	1.55495329e+02
40.0	570.5	1.22900861e-01	1.54441777e+02
40.0	571.0	1.22070887e-01	1.53398801e+02
40.0	571.5	1.21249218e-01	1.52366260e+02
40.0	572.0	1.20435743e-01	1.51344018e+02
40.0	572.5	1.19630355e-01	1.50331938e+02
40.0	573.0	1.18832950e-01	1.49329889e+02
40.0	573.5	1.18043421e-01	1.48337738e+02
40.0	574.0	1.17261668e-01	1.47355358e+02
40.0	574.5	1.16487589e-01	1.46382621e+02
40.0	575.0	1.15721084e-01	1.45419403e+02
40.0	575.5	1.14962058e-01	1.44465582e+02
40.0	576.0	1.14210412e-01	1.43521037e+02
40.0	576.5	1.13466054e-01	1.42585648e+02
40.0	577.0	1.12728889e-01	1.41659299e+02
40.0	577.5	1.11998826e-01	1.40741876e+02
40.0	578.0	1.11275776e-01	1.39833264e+02
40.0	578.5	1.10559649e-01	1.38933353e+02
40.0	579.0	1.09850358e-01	1.38042032e+02
40.0	579.5	1.09147818e-01	1.37159193e+02
40.0	580.0	1.08451943e-01	1.36284731e+02
40.0	580.5	1.07762650e-01	1.35418540e+02
40.0	581.0	1.07079858e-01	1.34560518e+02
40.0	581.5	1.06403485e-01	1.33710563e+02
40.0	582.0	1.05733452e-01	1.32868575e+02
40.0	582.5	1.05069681e-01	1.32034455e+02
40.0	583.0	1.04412095e-01	1.31208108e+02
40.0	583.5	1.03760617e-01	1.30389437e+02
40.0	584.0	1.03115173e-01	1.29578348e+02
40.0	584.5	1.02475690e-01	1.28774750e+02
40.0	585.0	1.01842094e-01	1.27978550e+02
40.0	585.5	1.01214315e-01	1.27189659e+02
40.0	586.0	1.00592281e-01	1.26407989e+02
40.0	586.5	9.99759246e-02	1.25633452e+02
40.0	587.0	9.93651763e-02	1.24865963e+02
40.0	587.5	9.87599692e-02	1.24105438e+02
40.0	588.0	9.81602370e-02	1.23351792e+02
40.0	588.5	9.75659144e-02	1.22604944e+02
40.0	589.0	9.69769372e-02	1.21864813e+02
40.0	589.5	9.63932418e-02	1.21131320e+02
40.0	590.0	9.58147660e-02	1.20404386e+02
40.0	590.5	9.52414482e-02	1.19683934e+02
40.0	591.0	9.46732277e-02	1.18969887e+02
40.0	591.5	9.41100449e-02	1.18262170e+02
40.0	592.0	9.35518407e-02	1.17560710e+02
40.0	592.5	9.29985573e-02	1.16865434e+02
40.0	593.0	9.24501374e-02	1.16176269e+02
40.0	593.5	9.19065247e-02	1.15493145e+02
40.0	594.0	9.13676635e-02	1.14815992e+02
40.0	594.5	9.08334992e-02	1.14144742e+02
40.0	595.0	9.03039778e-02	1.13479325e+02
40.0	595.5	8.97790460e-02	1.12819677e+02
40.0	596.0	8.92586514e-02	1.12165729e+02
40.0	596.5	8.87427423e-02	1.11517419e+02
40.0	597.0	8.82312676e-02	1.10874681e+02
40.0	597.5	8.77241772e-02	1.10237452e+02
40.0	598.0	8.72214215e-02	1.09605671e+02
40.0	598.5	8.67229515e-02	1.08979275e+02
40.0	599.0	8.62287192e-02	1.08358204e+02
40.0	599.5	8.57386769e-02	1.07742399e+02
40.0	600.0	8.52527780e-02	1.07131800e+02
